,created_at,source,original_text,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,place,clean_text
653,Fri Jun 18 18:42:47 +0000 2021,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,0.0,0.0,en,,,observerug,412939,458,,UgandaCOVID19,[],Uganda,nan
654,Fri Jun 18 18:42:51 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Dr Moeti is head of WHO in Africa and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.,0.1333333333333333,0.4555555555555555,en,291.0,139.0,harphat,2087,161,,,[globalhlthtwit],London,dr moeti head africa one best public health expert leader know desperate request vaccine africa plead germany uk lift patent restriction urgently transfer technology enable production africa
655,Fri Jun 18 18:43:00 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,,,SurgoVentures,710,359,False,,[],"Washington, DC",nan
656,Fri Jun 18 18:43:12 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@AIPAC Will aipac tell the world that Israel has SOLD EXPIRED vaccines to Palestinians which could have been disastrous to Palestinians making the covid19 crisis far worse leading to more Palestinian deaths? #ThisisIsrael. https://t.co/WTPn9XMSvs,-0.125,0.725,en,18.0,23.0,CommunistGarfi2,110,250,,,[itranslate123 AIPAC],living rent free in your head,aipac tell world israel sold expired vaccine palestinian disastrous palestinian making covid crisis far worse leading palestinian death #thisisisrael
657,Fri Jun 18 18:43:12 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Africa is in the midst of a full blown third wave. The sobering trajectory of surging cases should rouse everyone into urgent action. 

We’ve seen in India and elsewhere just how quickly #COVID19 can rebound and overwhelm health systems.",0.1958333333333333,0.2875,en,85.0,89.0,harphat,2087,161,,,[MoetiTshidi],London,africa midst full blown third wave sobering trajectory surging case rouse everyone urgent action weve seen india elsewhere quickly #covid rebound overwhelm health system
658,Fri Jun 18 18:43:18 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,71.0,62.0,kkshinee2,86,156,False,,[shawajason],She/Her,nan
659,Fri Jun 18 18:43:23 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,en,71.0,63.0,Christianmh97,104,1261,False,,[shawajason],,nan
660,Fri Jun 18 18:43:26 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,,,SteveSinghR,241,394,,EU,[vonderleyen EU_Commission],Home,nan
661,Fri Jun 18 18:43:28 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,0.0,0.0,en,76.0,64.0,Nightinghawk,1127,1403,False,,[shawajason],United States,nan
662,Fri Jun 18 18:43:28 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","German Development Minister Gerd Müllers first stop in West Africa this week was Lome Togo. Minister Müller offered a donation of 30 ventilators and more than 5000 oximeters to help support efforts to combat #COVID19.
https://t.co/BpBuTVTI7y
#GermanyInAfrica https://t.co/gKziV160P5",0.25,0.2777777777777777,en,11.0,1.0,BlckUniversity,9,26,,,[GermanyInAfrica],,german development minister gerd mllers first stop west africa week lome togo minister mller offered donation ventilator oximeter help support effort combat #covid #germanyinafrica
663,Fri Jun 18 18:43:29 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",The #COVID19 response has been “a triumph for science” says #JenniferDoudna @doudna_lab #BIODigital #Vaccines #CRISPR https://t.co/C3joyyoOWH,0.0,0.0,en,20.0,5.0,GirlsinICTSpain,881,177,,COVID19JenniferDoudnaBIODigitalVaccinesCRISPR,[IAmBiotech doudna_lab],,#covid response triumph science say #jenniferdoudna #biodigital #vaccines #crispr
664,Fri Jun 18 18:43:36 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Governments the World Health Organisation and NGOs around the world asked Pfizer to ensure that science will win by letting go of saying that they own the life-saving vaccine recipe. Pfizer has responded by saying that they also own the words “science will win” (not kidding ™️),0.7,0.7,en,101.0,65.0,artsnoise_,804,757,,,[benphillips76],"London, England",government world health organisation ngo around world asked pfizer ensure science win letting go saying life-saving vaccine recipe pfizer responded saying also word science win kidding
665,Fri Jun 18 18:43:37 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,79.0,65.0,do_sudo,41,193,False,,[shawajason],,nan
666,Fri Jun 18 18:43:39 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Museveni says #Ugandas #COVID19 vaccine will be better than all the existing vaccines because it covers all the existing variants. The Ugandan vaccine has been administered to 70 patients and 58 have so far recovered. Vaccine will soon hit the 120-patient threshold #M7Address,0.3,0.75,en,3.0,1.0,cedric_calvin,3306,2814,,UgandaCOVID19,[observerug],Nowhere,museveni say #ugandas #covid vaccine better existing vaccine cover existing variant ugandan vaccine administered patient far recovered vaccine soon hit -patient threshold #maddress
667,Fri Jun 18 18:43:46 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,,,DavidEpsteinMD,2781,1465,False,,[],"Los Angeles, CA",nan
668,Fri Jun 18 18:43:47 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,en,80.0,66.0,OxJonah,36,139,False,,[shawajason],"California, USA",nan
669,Fri Jun 18 18:43:49 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,80.0,67.0,linaposting,7224,559,False,,[shawajason],"Denver, CO",nan
670,Fri Jun 18 18:43:52 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Dr Moeti is head of WHO in Africa and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.,0.1333333333333333,0.4555555555555555,en,293.0,140.0,ASlightReturn1,169,201,,,[globalhlthtwit],,dr moeti head africa one best public health expert leader know desperate request vaccine africa plead germany uk lift patent restriction urgently transfer technology enable production africa
671,Fri Jun 18 18:43:54 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,en,80.0,68.0,StefanVerena,930,2681,False,,[shawajason],"Graz, Österreich",nan
672,Fri Jun 18 18:44:00 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Museveni says #Ugandas #COVID19 vaccine will be better than all the existing vaccines because it covers all the existing variants. The Ugandan vaccine has been administered to 70 patients and 58 have so far recovered. Vaccine will soon hit the 120-patient threshold #M7Address,0.3,0.75,en,5.0,2.0,RehemaMalole,307,319,,UgandaCOVID19,[observerug],kampala ,museveni say #ugandas #covid vaccine better existing vaccine cover existing variant ugandan vaccine administered patient far recovered vaccine soon hit -patient threshold #maddress
673,Fri Jun 18 18:44:01 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,en,81.0,69.0,guiltyb0b,719,1972,False,,[shawajason],"Pottsville, PA",nan
674,Fri Jun 18 18:44:03 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,en,81.0,70.0,kcm74,1422,2316,False,,[shawajason],"Philadelphia, PA",nan
675,Fri Jun 18 18:44:06 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Museveni says #Ugandas #COVID19 vaccine will be better than all the existing vaccines because it covers all the existing variants. The Ugandan vaccine has been administered to 70 patients and 58 have so far recovered. Vaccine will soon hit the 120-patient threshold #M7Address,0.3,0.75,en,5.0,3.0,KissyPrissy,35,91,,UgandaCOVID19,[observerug],,museveni say #ugandas #covid vaccine better existing vaccine cover existing variant ugandan vaccine administered patient far recovered vaccine soon hit -patient threshold #maddress
676,Fri Jun 18 18:44:11 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Next Africa: As the world’s richest countries ease coronavirus restrictions and prepare for a return to pre-pandemic life Africa is in the grip of a rapidly escalating third wave. Click on this story to subscribe to our weekly newsletter.
https://t.co/zLr5TXZT4S",0.0,0.0,en,11.0,8.0,afripolitik,99,544,,,[BBGAfrica],South Africa ,next africa world richest country ease coronavirus restriction prepare return pre-pandemic life africa grip rapidly escalating third wave click story subscribe weekly newsletter
677,Fri Jun 18 18:44:15 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,83.0,72.0,jimdavishouse,287,327,False,,[shawajason],no,nan
678,Fri Jun 18 18:44:32 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,,,hiroshinita,10,17,False,COVID19vaccines,[],Accra Ghana,nan
679,Fri Jun 18 18:44:49 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Its telling how Mnangagwa and his varakashi have fallen for the sarcastic insult to the Australian Prime Minister on this video clip that Zimbabwe is doing better in rolling out #Covid19 vaccination. How can Zimbabwe do better when it ran out of its paltry vaccines long ago? https://t.co/ZfLxO5cKxT,0.21,0.44,en,128.0,34.0,elvismorris91,4103,3833,,,[ProfJNMoyo],Earth,telling mnangagwa varakashi fallen sarcastic insult australian prime minister video clip  zimbabwe better  rolling #covid vaccination zimbabwe better ran paltry vaccine long ago
680,Fri Jun 18 18:44:49 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,en,,,opalessense,2532,2283,False,,[],"Tennessee, USA",nan
681,Fri Jun 18 18:44:53 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,en,367.0,98.0,mumali90,225,1127,,COVID19,[AmitAryaMD],,nan
682,Fri Jun 18 18:44:53 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",To All Those Americans Who Refuse Vaccines: Please Read This or at least Google facts thank you. When youre sick youre infecting your family and communities.,-0.5071428571428571,0.6285714285714286,en,2.0,1.0,brucehayes,2170,4042,,,[tatn],"Austin, TX",american refuse vaccine please read least google fact thank youre sick youre infecting family community
683,Fri Jun 18 18:44:54 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Pop up vaccines in Roosevelt Park - no appt needed &amp; its free! 1st dose of the Pfizer #COVID19 vaccine on June 19th 2nd dose on July 10. Thanks to the City of Burlington &amp; the Racial Equity Inclusion &amp; Belonging Office. https://t.co/QYEp3kxsaf #OurShotVT https://t.co/olUpR1foLG,0.2333333333333333,0.3333333333333333,en,6.0,5.0,LantiSpitfire,721,827,,COVID19,[healthvermont],Vermont (not at IKEA),pop vaccine roosevelt park - appt needed amp free dose pfizer #covid vaccine june dose july thanks city burlington amp racial equity inclusion amp belonging office #ourshotvt
684,Fri Jun 18 18:44:55 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,86.0,73.0,queerqegaard,177,234,False,,[shawajason],Edom,nan
685,Fri Jun 18 18:44:59 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",This is our first peek into what we have learned about #COVID19 vaccines and pregnancy. The results are reassuring &amp; add to growing evidence confirming that pregnant people develop a robust immune response to vaccination without so far seeing adverse effects to mom or baby.,0.2277777777777777,0.611111111111111,en,381.0,148.0,juanjose42329,2460,4998,,COVID19,[CDCDirector],Argentina,first peek learned #covid vaccine pregnancy result reassuring amp add growing evidence confirming pregnant people develop robust immune response vaccination without far seeing adverse effect mom baby
686,Fri Jun 18 18:45:00 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Dr Moeti is head of WHO in Africa and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.,0.1333333333333333,0.4555555555555555,en,296.0,141.0,BrianWalker15,77,587,,,[globalhlthtwit],,dr moeti head africa one best public health expert leader know desperate request vaccine africa plead germany uk lift patent restriction urgently transfer technology enable production africa
687,Fri Jun 18 18:45:05 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,24.0,23.0,SportsNut24,1502,3057,,COVID19CoronaVirusSA,[HealthZA],"Meyerton, Gauteng, RSA",nan
688,Fri Jun 18 18:45:06 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","As of June 17th T&amp;T has administered 201313 doses of a WHO-approved #COVID19 vaccine. The country has approximately 56% of available stock remaining.

In Tobago that number is lower at 15% (June 17th) with 3000 Sinopharm doses arriving on Monday.

https://t.co/9NsIhQXxpU https://t.co/cVGwSlnmxl",0.0,0.5,en,69.0,25.0,JackAttack2393,6624,772,,COVID19,[KalainH],Trinidad and Tobago 🇹🇹,june tampt administered dos who-approved #covid vaccine country approximately % available stock remaining tobago number lower % june sinopharm dos arriving monday
689,Fri Jun 18 18:45:20 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,,,Muthawo_Isaac,1719,1005,,,[],God's Grace,nan
690,Fri Jun 18 18:45:20 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,87.0,75.0,giantandshaman,59,462,False,,[shawajason],"Salt Lake City, UT",nan
691,Fri Jun 18 18:45:25 +0000 2021,"<a href=""http://socialfive.com"" rel=""nofollow"">Social5</a>",,0.0,0.0,en,,,acecutah,169,146,False,vaccines,[],,nan
692,Fri Jun 18 18:45:27 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","The timely delivery of #COVID19 vaccines is crucial. 

I welcome today’s decision by the Belgian Court of First Instance ordering #AstraZeneca to urgently deliver 50 million doses to 🇪🇺 as follows: 15 million doses by 26 July 20 million by 23 August 15 million by 27 September.",0.35,0.7444444444444445,en,222.0,91.0,LuliCarmin,1039,4808,,COVID19,[SKyriakidesEU],México,timely delivery #covid vaccine crucial welcome today decision belgian court first instance ordering #astrazeneca urgently deliver million dos follows million dos july million august million september
693,Fri Jun 18 18:45:29 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Covid19 vaccines reach the remotest places of Jammu &amp; Kashmirs Gujjars Bakarwals community. 

Healthcare staff @BJP4India and @RSSorg karyakartas travel long distances in terrains to take forward the #VaccinationDrive. https://t.co/sFNNxzFSRv",-0.05,0.4,en,75.0,52.0,ShonayaRoy,221,312,,,[N_RamchanderRao],"Uttar Pradesh, India",covid vaccine reach remotest place jammu amp kashmir gujjars bakarwals community healthcare staff karyakartas travel long distance terrain take forward #vaccinationdrive
694,Fri Jun 18 18:45:31 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",BioCubaFarma says phase 3 clinical trial results for #Cuban #COVID19 #vaccines are due out in a few days. Soberana02 (with and without booster) and Abdala were tested in 85K+ volunteers in Havana and eastern Cuba. @BioCubaFarma @FinlayInstituto @cda_dc @WOLA_org @aperezriverol https://t.co/GkrwLdJX1M,-0.1625,0.2375,en,64.0,34.0,SergioNestorRE,556,1440,,CubanCOVID19vaccines,[MediccGail],,biocubafarma say phase clinical trial result #cuban #covid #vaccines due day soberana without booster abdala tested k volunteer havana eastern cuba
695,Fri Jun 18 18:45:35 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Dr Moeti is head of WHO in Africa and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.,0.1333333333333333,0.4555555555555555,en,297.0,142.0,lindathomas_uk,3573,4997,,,[globalhlthtwit],"Bolton, England",dr moeti head africa one best public health expert leader know desperate request vaccine africa plead germany uk lift patent restriction urgently transfer technology enable production africa
696,Fri Jun 18 18:45:37 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,en,89.0,76.0,shykneeowetee5,232,1073,False,,[shawajason],SHINee & AU',nan
697,Fri Jun 18 18:45:46 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Museveni says #Ugandas #COVID19 vaccine will be better than all the existing vaccines because it covers all the existing variants. The Ugandan vaccine has been administered to 70 patients and 58 have so far recovered. Vaccine will soon hit the 120-patient threshold #M7Address,0.3,0.75,en,7.0,4.0,LwangaMundo,6687,7300,,UgandaCOVID19,[observerug],"Kampala,Uganda",museveni say #ugandas #covid vaccine better existing vaccine cover existing variant ugandan vaccine administered patient far recovered vaccine soon hit -patient threshold #maddress
698,Fri Jun 18 18:45:47 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,,,BSCTZA,93,2691,False,SouthAfricaCovid19SACOVID19inSACovid19,[],"Cape Town, South Africa",nan
699,Fri Jun 18 18:45:54 +0000 2021,"<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>",Dr Moeti is head of WHO in Africa and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa. https://t.co/sOgIroihOc,0.1333333333333333,0.4555555555555555,en,297.0,143.0,lionrampant27,60,131,,,[globalhlthtwit],,dr moeti head africa one best public health expert leader know desperate request vaccine africa plead germany uk lift patent restriction urgently transfer technology enable production africa
700,Fri Jun 18 18:45:54 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,en,92.0,77.0,naelhaseeb,67,567,False,,[shawajason],اسلام آباد,nan
701,Fri Jun 18 18:45:54 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,92.0,78.0,PizzaFacts2go,284,215,False,,[shawajason],Spaghetti,nan
702,Fri Jun 18 18:45:56 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,,,KerrPadraic,20,199,False,,[CP24],,nan
703,Fri Jun 18 18:46:00 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Museveni says #Ugandas #COVID19 vaccine will be better than all the existing vaccines because it covers all the existing variants. The Ugandan vaccine has been administered to 70 patients and 58 have so far recovered. Vaccine will soon hit the 120-patient threshold #M7Address,0.3,0.75,en,9.0,5.0,SonOfTheLand01,9053,9057,,UgandaCOVID19,[observerug],"Alabama, USA",museveni say #ugandas #covid vaccine better existing vaccine cover existing variant ugandan vaccine administered patient far recovered vaccine soon hit -patient threshold #maddress
704,Fri Jun 18 18:46:01 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,24.0,24.0,BSCTZA,93,2691,,COVID19CoronaVirusSA,[HealthZA],"Cape Town, South Africa",nan
705,Fri Jun 18 18:46:04 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Museveni says #Ugandas #COVID19 vaccine will be better than all the existing vaccines because it covers all the existing variants. The Ugandan vaccine has been administered to 70 patients and 58 have so far recovered. Vaccine will soon hit the 120-patient threshold #M7Address,0.3,0.75,en,10.0,6.0,namaragwen1,105,170,,UgandaCOVID19,[observerug],"Kampala, Uganda",museveni say #ugandas #covid vaccine better existing vaccine cover existing variant ugandan vaccine administered patient far recovered vaccine soon hit -patient threshold #maddress
706,Fri Jun 18 18:46:05 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Africa is in the midst of a full blown third wave. The sobering trajectory of surging cases should rouse everyone into urgent action. 

We’ve seen in India and elsewhere just how quickly #COVID19 can rebound and overwhelm health systems. https://t.co/aIqRgcuk1X",0.1958333333333333,0.2875,en,87.0,90.0,ObnoxiousJul,273,187,,,[MoetiTshidi],,africa midst full blown third wave sobering trajectory surging case rouse everyone urgent action weve seen india elsewhere quickly #covid rebound overwhelm health system
707,Fri Jun 18 18:46:13 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Dr Moeti is head of WHO in Africa and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.,0.1333333333333333,0.4555555555555555,en,297.0,144.0,Thethermalvest,195,554,,,[globalhlthtwit],Manchester,dr moeti head africa one best public health expert leader know desperate request vaccine africa plead germany uk lift patent restriction urgently transfer technology enable production africa
708,Fri Jun 18 18:46:20 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,en,,,KyriacosKy,894,1313,False,,[AndreasLeonido2],,nan
709,Fri Jun 18 18:46:22 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,,,ToddBohannon,3202,4008,False,COVID19Paraguay,[],Occupied Duwamish Territory,nan
710,Fri Jun 18 18:46:29 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Israel will deliver more than a million doses of #COVID19 vaccines to the Palestinian Authority to help it fight the corona pandemic.

The 1st delivery consisting of 100000 vaccines was transfered to the PA friday afternoon through Bitunia crossing.
https://t.co/7M3lWWr1J9",0.5,0.5,en,425.0,175.0,DRidge67,1134,3727,,COVID19,[IsraelMFA],"Doncaster, England",israel deliver million dos #covid vaccine palestinian authority help fight corona pandemic delivery consisting vaccine transfered pa friday afternoon bitunia crossing
711,Fri Jun 18 18:46:41 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",,0.0,0.0,en,,,PuneUpdater,88,0,,,[],,nan
712,Fri Jun 18 18:46:41 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",,0.0,0.0,en,,,PuneUpdater,88,0,,,[],,nan
713,Fri Jun 18 18:46:41 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",,0.0,0.0,en,,,PuneUpdater,88,0,,,[],,nan
714,Fri Jun 18 18:46:44 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",11) But is it just a SinoVac issue though? Unclear in a Calgary 🇨🇦 hospital or the 6 #DeltaVariant infected healthcare workers 5 were fully vaccinated with 2 doses of mRNA vaccines too. That sparked infection across different units of the hospital. Delta is a problem. https://t.co/AF4BITFvgH,0.0,0.6,en,93.0,54.0,amaury_upmc,950,1234,,DeltaVariant,[DrEricDing],"Paris, F",sinovac issue though unclear calgary hospital #deltavariant infected healthcare worker fully vaccinated dos mrna vaccine sparked infection across different unit hospital delta problem
715,Fri Jun 18 18:46:50 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@CDCgov ⚕️ Learn from the Experts at @CDCgov

✅ For the BEST PROTECTION against #COVID19 @CDCgov recommends getting Two (2) Doses of mRNA #COVID19 #Vaccine

⚠️ Getting One (1) Dose of an mRNA #COVID19 #Vaccine only offers some protection against #COVID19

🖥️ https://t.co/0jgAi52p72 https://t.co/WwXvGqDBCQ",0.3666666666666667,0.4333333333333333,en,3.0,2.0,Rosenchild,13364,12136,,COVID19,[HubBucket CDCgov CDCgov CDCgov],"New York, NY",learn expert best protection #covid recommends getting two dos mrna #covid #vaccine getting one dose mrna #covid #vaccine offer protection #covid
716,Fri Jun 18 18:46:52 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,en,,,Sy_Ottaka,9,689,,India,[],,nan
717,Fri Jun 18 18:46:58 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Excited to be racing at @roadamerica this weekend. Come on another drive with me to #VaccinEquity &amp; #GoGiveOne to get vaccines to everyone everywhere. Lets help vaccinate the world against #COVID19 https://t.co/Rg6ZOXLW97 @IndyCar @WHOFoundation @WHO https://t.co/HtrVKKviSQ,0.375,0.75,en,413.0,22.0,tomy2875,654,140,,VaccinEquityGoGiveOne,[RGrosjean roadamerica],"Puerto Rico, USA",excited racing weekend come another drive #vaccinequity amp #gogiveone get vaccine everyone everywhere let help vaccinate world #covid
718,Fri Jun 18 18:47:07 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,0.0,0.0,en,95.0,79.0,codycola,361,662,False,,[shawajason],,nan
719,Fri Jun 18 18:47:13 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",COVID-19 cases across Africa have increased by 52% in the past week &amp; deaths have increased by 32% said WHOs Tedros adding that less than 1% of the population on the continent has been vaccinated. And we expect things to only get worse. https://t.co/whEJRBz8o0,-0.2041666666666666,0.4791666666666666,en,0.0,3.0,Kekeli_E,885,565,,,[sarajerving],"Tema, Ghana",covid- case across africa increased % past week amp death increased % said tedros adding % population continent vaccinated  and expect thing get worse 
720,Fri Jun 18 18:47:17 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Museveni says #Ugandas #COVID19 vaccine will be better than all the existing vaccines because it covers all the existing variants. The Ugandan vaccine has been administered to 70 patients and 58 have so far recovered. Vaccine will soon hit the 120-patient threshold #M7Address,0.3,0.75,en,14.0,7.0,OmingBenard,170,1653,,UgandaCOVID19,[observerug],"Kampala, Uganda",museveni say #ugandas #covid vaccine better existing vaccine cover existing variant ugandan vaccine administered patient far recovered vaccine soon hit -patient threshold #maddress
721,Fri Jun 18 18:47:21 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,en,98.0,80.0,Royals_online,552,112,False,,[shawajason],,nan
722,Fri Jun 18 18:47:23 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,,,WestTxGeo,194,118,False,,[],Permian Basin,nan
723,Fri Jun 18 18:47:26 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Today we delivered 1.3+ million vaccines to our neighbors in Mexico. More vaccines are on the way as @StateDept is proud to help carry out @POTUS’ commitment to deliver 500 million vaccines worldwide and help the world defeat #COVID19. https://t.co/Et225Hih5g,0.65,0.75,en,2024.0,421.0,MichelleKwong6,2,48,,,[SecBlinken StateDept],,today delivered million vaccine neighbor mexico vaccine way proud help carry commitment deliver million vaccine worldwide help world defeat #covid
