created_at,source,original_text,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,place
Fri Jun 18 19:52:58 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","How do we know #COVID19 vaccines are safe?

CDC &amp; @US_FDA have safety monitoring systems to make sure every vaccine is as safe as possible. One system, VAERS, records adverse events from patients and doctors and can signal a potential safety issue. More: https://t.co/xSe61xdKcE. https://t.co/MEreGYnKPK",0.3333333333333333,0.7314814814814815,en,82,44,WildFlowers4Mom,3,38,,COVID19,"['CDCgov', 'US_FDA']","Troy, NY"
Fri Jun 18 19:53:01 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","**BIG NEWS**: Up to 25,800 may have been killed by the COVID vaccine.  I bet that this is a lower bound on the number killed by the ""safe and effective"" vaccines. Why isn't anyone at the CDC or FDA warning the American public of the danger in the meantime??https://t.co/105gLDEAmQ",0.09999999999999999,0.2095238095238095,en,791,446,krasiekj02,62,243,,,['stkirsch'],
Fri Jun 18 19:53:12 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,167,110,HeyYoHink,48,967,False,,['shawajason'],United States
Fri Jun 18 19:53:28 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","As of June 17th, T&amp;T has administered 201,313 doses of a WHO-approved #COVID19 vaccine. The country has approximately 56% of available stock remaining.

In Tobago, that number is lower at 15% (June 17th) with 3,000 Sinopharm doses arriving on Monday.

https://t.co/9NsIhQXxpU https://t.co/cVGwSlnmxl",0.0,0.5,en,103,33,jalebibis,40,58,,COVID19,['KalainH'],
Fri Jun 18 19:53:28 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","As #Covid19 vaccines roll out across the country, it’s important that we continue to work together and follow public health measures to help #StopTheSpread. 👇
 
More info ➡️ https://t.co/ViwgoKpPdM https://t.co/b8CJjdCiCz",0.3,0.5222222222222223,en,13,5,andrea_r,7650,405,,Covid19,['Canada'],"Fredericton, NB, Canada"
Fri Jun 18 19:53:40 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Governments, the World Health Organisation and NGOs around the world asked Pfizer to ensure that science will win, by letting go of saying that they own the life-saving vaccine recipe. Pfizer has responded by saying that they also own the words “science will win” (not kidding ™️) https://t.co/b9mn56vpuz",0.7,0.7,en,107,75,EllieBergren,72,1375,,,['benphillips76'],
Fri Jun 18 19:53:52 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Yet another amazingly qualified and courageous doctor, Roger Hodkinson, speaks out against the crazy government policy responses to COVID.  I have condensed his 45 minutes on The Hirewire to 6 Twitter size edits, starting with an overview of interventions and vaccines. https://t.co/WcVq32s9WD",3.700743415417188e-17,0.6333333333333334,en,563,368,JCo1969,308,910,,,['RealJoelSmalley'],
Fri Jun 18 19:53:53 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Israel will deliver more than a million doses of #COVID19 vaccines to the Palestinian Authority to help it fight the corona pandemic.

The 1st delivery, consisting of 100,000 vaccines, was transfered to the PA friday afternoon through Bitunia crossing.
https://t.co/7M3lWWr1J9",0.5,0.5,en,441,181,TruthWins4ever,1086,982,,COVID19,['IsraelMFA'],"Manhattan, NY"
Fri Jun 18 19:53:55 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Any politician promoting lockdowns, mask mandates &amp; vaccines as a solution to covid19, are in full support of UN Agenda 21 and the coming one world government, a New World Order.",0.24318181818181817,0.5022727272727273,en,44,18,D2mjgkl,1257,1953,,,['Artemis2030'],
Fri Jun 18 19:54:04 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Governments, the World Health Organisation and NGOs around the world asked Pfizer to ensure that science will win, by letting go of saying that they own the life-saving vaccine recipe. Pfizer has responded by saying that they also own the words “science will win” (not kidding ™️)",0.7,0.7,en,109,76,NyawiraNjoroge,8127,4331,,,['benphillips76'],"Chicago, IL"
Fri Jun 18 19:54:09 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,29,5,setundlaleni,1026,438,,,['Givenkazeni'],"johannesburg, south africa "
Fri Jun 18 19:54:10 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","We are dying! Ugandans need the world to stand with them. We need oxygen, PPEs, #COVID19 vaccines and money to pay our over-stretched health workers.
World, we need each other! 

Oxygen failure kills 30 Covid patients at Mulago  https://t.co/o1K0IUGf6Z via @DailyMonitor",-0.23645833333333335,0.3375,en,930,517,mattpdmorris,1777,1144,,COVID19,['Winnie_Byanyima'],
Fri Jun 18 19:54:11 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","As #Covid19 vaccines roll out across the country, it’s important that we continue to work together and follow public health measures to help #StopTheSpread. 👇
 
More info ➡️ https://t.co/ViwgoKpPdM https://t.co/b8CJjdCiCz",0.3,0.5222222222222223,en,14,6,sideshowgeorge7,37,269,,Covid19,['Canada'],Ottawa
Fri Jun 18 19:54:12 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","You can get a #COVID19 vaccine and other vaccines, including flu and shingles, at the same visit. You no longer need to wait 14 days between vaccines. Side effects are the same if vaccines are given alone or together. 
 
More about vaccine timing: https://t.co/BV3mN5XdLe. https://t.co/RWrRzhKdEg",0.09375,0.28125,en,145,87,healingprof,0,3,,COVID19,['CDCgov'],California
Fri Jun 18 19:54:13 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",0.13333333333333333,0.45555555555555555,en,372,180,DMelvill,97,418,,,['globalhlthtwit'],"Guildford, Surrey, UK"
Fri Jun 18 19:54:22 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,en,382,103,sptaillefer,113,786,,COVID19,['AmitAryaMD'],Vancouver
Fri Jun 18 19:54:27 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""Africa needs millions more doses here &amp; now to curb the third wave.""

In the midst of a third wave of #COVID19 cases in #Africa, Dr @MoetiTshidi calls out for much-needed COVID-19 vaccine doses during this critical time. https://t.co/KUDPXpqq22",0.125,0.325,en,70,56,Lexie9090,17,149,,COVID19,['WHOAFRO'],
Fri Jun 18 19:54:30 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
🔍 Search https://t.co/d2PDWIps8o  
📱Text your ZIP code to 438829  
📞 Call 1-800-232-0233 https://t.co/AMmcMmCtiP",0.5083333333333333,0.7833333333333333,en,788,262,Tired2Iam,4982,5479,,WeCanDoThisCOVID19,['CDCDirector'],White House (1st Tenant)
Fri Jun 18 19:54:41 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,,,KamogeloMaduma,1864,362,,,[],
Fri Jun 18 19:54:45 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,,,__fest,757,625,,,[],"Kampala, Uganda"
Fri Jun 18 19:54:51 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,0.0,0.0,en,,,OlafDeutschbein,1256,166,False,SenegalAfrica,[],"Berlin, Germany"
Fri Jun 18 19:54:52 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Really excellent thread from @WHO technical adviser. 100% agree. 
TL;DR
🔵Drive down transmission. 
🔵Vaccinate and SHARE vaccines.
🔵NPI’s need to be sustained for longer as we try to get better vaccine coverage. 

@BorisJohnson @POTUS 
@PHE_uk @CDCgov https://t.co/8KX1limMNc",0.33611111111111114,0.47222222222222227,en,17,7,tglynn101,1110,5000,,,"['NjbBari3', 'WHO']","Galway, Ireland"
Fri Jun 18 19:54:59 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,,,cultivatediq,828,466,,,['CDCgov'],NJ
Fri Jun 18 19:55:16 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","It's true: #COVID19 vaccines will not give you the virus. The vaccines teach your body how to react, so you have the best immunity if you ever come in contact with the virus. 

#ISaidYesGA #VaccinateGA https://t.co/6dAydfkrzj",0.675,0.475,en,5,6,JHermita101,89,604,,COVID19,['GaDPH'],N/Ao
Fri Jun 18 19:55:34 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",0.13333333333333333,0.45555555555555555,en,375,181,Scrambled_Ev,1014,1352,,,['globalhlthtwit'],
Fri Jun 18 19:55:39 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
🔍 Search https://t.co/d2PDWIps8o  
📱Text your ZIP code to 438829  
📞 Call 1-800-232-0233 https://t.co/AMmcMmCtiP",0.5083333333333333,0.7833333333333333,en,790,263,healingprof,0,3,,WeCanDoThisCOVID19,['CDCDirector'],California
Fri Jun 18 19:55:41 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Africa is in the midst of a full blown third wave. The sobering trajectory of surging cases should rouse everyone into urgent action. 

We’ve seen in India and elsewhere just how quickly #COVID19 can rebound and overwhelm health systems.",0.1958333333333333,0.2875,en,123,112,HoratioAlger15,391,1245,,,['MoetiTshidi'],A Town Called Misery 🇬🇧
Fri Jun 18 19:55:49 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","South Africa has recorded 10 510 new #coronavirus cases bringing the total to 1 796 589. The Department of Health has also reported 118 more deaths, bringing the total to 58 411. https://t.co/ipdMNdWmPV",0.1590909090909091,0.6136363636363636,en,31,26,sithembisoluvu1,228,622,,coronavirus,['SABCNews'],"Pietermaritzburg, South Africa"
Fri Jun 18 19:55:50 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","🇩🇪Minister Müller visits Institute Pasteur at #Senegal 🇸🇳: “Only 35 mio. people in #Africa have the first vaccination. #COVID19 won't be gone in a few months. A tenfold increase is necessary. We urgently need african #vaccines. @PasteurDakar has the prerequisites!"" @gavi @WHO https://t.co/XhQ9yB8oX5",0.009999999999999998,0.4866666666666667,en,1,1,PasteurDakar,204,46,,SenegalAfrica,['OlafDeutschbein'],Dakar
Fri Jun 18 19:55:51 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","#COVID19SK Update for June 18: 961,997 Vaccines Administered, 98 New Cases, 95 Recoveries, 81 in Hospital, One New Death
 
Current 7-Day Average: 78 (6.4 per 100,000)
 
Full details: https://t.co/1TCwQc5FHE

COVID-19 Dashboard: https://t.co/kvBuGtI65o https://t.co/ipTw6A82eZ",0.09454545454545453,0.4518181818181818,en,4,4,WotherspoonT,11331,10383,,COVID19SK,['SKGov'],"Regina, Saskatchewan"
Fri Jun 18 19:55:55 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Yesterday, Canada received 1 million more Moderna mRNA vaccines from the USA. 

#GOC expects over 20 million #COVID19 vaccine doses in June &amp; 9.1 million Pfizer mRNA vaccines in July. 

GOC provides free Vaccines for all Canadians. #cdnpoli #bcpoli",0.45,0.65,en,4,2,Cdnvotr,620,1351,,GOCCOVID19,['HedyFry'],
Fri Jun 18 19:56:27 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,,,AdeleXHome,672,651,,Covid19,"['Halfway_Nayim', 'DelTrotter9', 'MikeDLondon', 'JamesMelville']",United Kingdom
Fri Jun 18 19:56:28 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Governments, the World Health Organisation and NGOs around the world asked Pfizer to ensure that science will win, by letting go of saying that they own the life-saving vaccine recipe. Pfizer has responded by saying that they also own the words “science will win” (not kidding ™️)",0.7,0.7,en,109,77,audi_robert,479,347,,,['benphillips76'],
Fri Jun 18 19:56:28 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Sénégal Retweet</a>","🇩🇪Minister Müller visits Institute Pasteur at #Senegal 🇸🇳: “Only 35 mio. people in #Africa have the first vaccination. #COVID19 won't be gone in a few months. A tenfold increase is necessary. We urgently need african #vaccines. @PasteurDakar has the prerequisites!"" @gavi @WHO https://t.co/XhQ9yB8oX5",0.009999999999999998,0.4866666666666667,en,1,2,Senegal_rt,625,0,,SenegalAfrica,['OlafDeutschbein'],Sénégal
Fri Jun 18 19:56:38 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","🚨Africa is ""in the midst of a full-blown third wave"" of coronavirus, the head of @WHOAFRO has warned

Cases have risen across the continent by more than 20% and deaths have also risen by 15% in the last week

@jriggers reports ~ 🧵
https://t.co/CRDhqPHFWM",0.16666666666666666,0.18888888888888888,en,572,636,lavirgoe,751,1957,,,"['TelGlobalHealth', 'WHOAFRO']",Germany 🇩🇪
Fri Jun 18 19:56:39 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Yet another amazingly qualified and courageous doctor, Roger Hodkinson, speaks out against the crazy government policy responses to COVID.  I have condensed his 45 minutes on The Hirewire to 6 Twitter size edits, starting with an overview of interventions and vaccines. https://t.co/2PAtFYkyUZ https://t.co/WcVq32s9WD",3.700743415417188e-17,0.6333333333333334,en,564,369,MalcolmMorton1,615,864,,,['RealJoelSmalley'],
Fri Jun 18 19:56:50 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,33,6,nosiphompulo,329,547,False,,['Givenkazeni'],"Durban, South Africa "
Fri Jun 18 19:56:55 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,34,7,Brother_Mike__,1689,1914,False,,['Givenkazeni'],HoodNation OH16
Fri Jun 18 19:57:01 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",,0.0,0.0,en,,,PuneUpdater,88,0,,,[],
Fri Jun 18 19:57:01 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",,0.0,0.0,en,,,PuneUpdater,88,0,,,[],
Fri Jun 18 19:57:01 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",,0.0,0.0,en,,,PuneUpdater,88,0,,,[],
Fri Jun 18 19:57:02 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
🔍 Search https://t.co/d2PDWIps8o  
📱Text your ZIP code to 438829  
📞 Call 1-800-232-0233 https://t.co/AMmcMmCtiP",0.5083333333333333,0.7833333333333333,en,791,264,meredit71840781,317,1218,,WeCanDoThisCOVID19,['CDCDirector'],Iowa
Fri Jun 18 19:57:05 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Thank you to everyone - colleagues, patients, public, pregnant women, children - who have transformed our understanding of #COVID19 and enabled #RECOVERY treatments and vaccines to be rolled out. I'm #Red4Research today to acknowledge their phenomenal contribution. @NIHRresearch https://t.co/Y5d4kkoCiO",0.27777777777777773,0.35555555555555557,en,70,10,jimgthornton,5431,3752,,,['LucyChappell2'],"Nottingham, UK"
Fri Jun 18 19:57:10 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,en,,,filafresh,7075,4191,False,PRAYERSSAID,[],"Screwston, Texas"
Fri Jun 18 19:57:10 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
🔍 Search https://t.co/d2PDWIps8o  
📱Text your ZIP code to 438829  
📞 Call 1-800-232-0233 https://t.co/AMmcMmCtiP",0.5083333333333333,0.7833333333333333,en,793,265,pinkpearl84,1243,2723,,WeCanDoThisCOVID19,['CDCDirector'],
Fri Jun 18 19:57:36 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
🔍 Search https://t.co/d2PDWIps8o  
📱Text your ZIP code to 438829  
📞 Call 1-800-232-0233 https://t.co/AMmcMmCtiP",0.5083333333333333,0.7833333333333333,en,794,266,rdeets,1131,4493,,WeCanDoThisCOVID19,['CDCDirector'],"Kansas City, MO"
Fri Jun 18 19:57:49 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","🚨Africa is ""in the midst of a full-blown third wave"" of coronavirus, the head of @WHOAFRO has warned

Cases have risen across the continent by more than 20% and deaths have also risen by 15% in the last week

@jriggers reports ~ 🧵
https://t.co/CRDhqPHFWM",0.16666666666666666,0.18888888888888888,en,573,638,KarenJu62258050,5445,5310,,,"['TelGlobalHealth', 'WHOAFRO']",
Fri Jun 18 19:57:52 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,,,LM_Okuhle,4870,493,,,[],South Africa
Fri Jun 18 19:58:04 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,34,34,cegore65,54724,25136,,COVID19CoronaVirusSA,['HealthZA'],
Fri Jun 18 19:58:04 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Yet another amazingly qualified and courageous doctor, Roger Hodkinson, speaks out against the crazy government policy responses to COVID.  I have condensed his 45 minutes on The Hirewire to 6 Twitter size edits, starting with an overview of interventions and vaccines. https://t.co/2PAtFYkyUZ https://t.co/WcVq32s9WD",3.700743415417188e-17,0.6333333333333334,en,564,370,tft_time,557,2694,,,['RealJoelSmalley'],
Fri Jun 18 19:58:06 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,en,,,mmmmmthatgirl,671,5001,False,,[],to the left
Fri Jun 18 19:58:10 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,en,,,malbruja69,1518,5002,False,,[],"New York, NY"
Fri Jun 18 19:58:12 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","""Can I be fired if I don’t get vaccinated?"" 

""Can I ask my employee to get vaccinated?"" 

These were some questions people around me were debating, so I asked experts about #vaccines and the workplace: https://t.co/KEglIrEPWB #COVID19 @TorontoStar",0.0,0.0,en,17,8,RexannaKeats,1014,311,,,['joannachiu'],Dual Citizen
Fri Jun 18 19:58:17 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",What we saw unfolding in india has now begun ravaging Uganda. And this will continue until vaccines are equitably available! I am struggling to make sense of the world these days. We learned a lot with India’s 2nd wave - those lessons should be broadly applicable. @IndiaCOVIDSOS,0.1875,0.23750000000000002,en,94,41,RiddhiKaul,206,85,,,['PrakashLab'],Mumbai
Fri Jun 18 19:58:22 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@AIPAC Will aipac tell the world that Israel has SOLD EXPIRED vaccines to Palestinians, which could have been disastrous to Palestinians, making the covid19 crisis far worse, leading to more Palestinian deaths? #ThisisIsrael. https://t.co/WTPn9XMSvs",-0.125,0.725,en,26,30,MesuzuITA,209,311,,,"['itranslate123', 'AIPAC']",
Fri Jun 18 19:58:26 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Governments, the World Health Organisation and NGOs around the world asked Pfizer to ensure that science will win, by letting go of saying that they own the life-saving vaccine recipe. Pfizer has responded by saying that they also own the words “science will win” (not kidding ™️)",0.7,0.7,en,109,78,mainneli_,14200,1316,,,['benphillips76'],Hustle Hill Drive.
Fri Jun 18 19:58:30 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Museveni says #Uganda's #COVID19 vaccine will be better than all the existing vaccines because it covers all the existing variants. The Ugandan vaccine has been administered to 70 patients and 58 have so far recovered. Vaccine will soon hit the 120-patient threshold #M7Address,0.3,0.75,en,43,15,SOEKOCCESS,192,2296,,UgandaCOVID19,['observerug'],GURU 4RM KASEREM
Fri Jun 18 19:58:31 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,,,AlanTonelson,5004,979,False,Israel,[],"Riverdale Park, MD "
Fri Jun 18 19:58:56 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,,,rtcfilm,282,207,,COVID19,['AlokPatelMD'],
Fri Jun 18 19:59:10 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","**BIG NEWS**: Up to 25,800 may have been killed by the COVID vaccine.  I bet that this is a lower bound on the number killed by the ""safe and effective"" vaccines. Why isn't anyone at the CDC or FDA warning the American public of the danger in the meantime??https://t.co/105gLDEAmQ",0.09999999999999999,0.2095238095238095,en,792,447,B24Maria,1906,2976,,,['stkirsch'],
Fri Jun 18 19:59:19 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,en,,,NobleKing_,622,346,False,,"['Normvulah', 'Seeyahxs', 'LandNoli', 'CyrilRamaphosa', 'SAgovnews', 'SAParliament', 'Julius_S_Malema', 'ZungulaVuyo', '_AfricanSoil']",
Fri Jun 18 19:59:21 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
🔍 Search https://t.co/d2PDWIps8o  
📱Text your ZIP code to 438829  
📞 Call 1-800-232-0233 https://t.co/AMmcMmCtiP",0.5083333333333333,0.7833333333333333,en,796,267,TyberZannxxxx,1149,5001,,WeCanDoThisCOVID19,['CDCDirector'],"Blackwood, NJ, USA"
Fri Jun 18 19:59:26 +0000 2021,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>",,0.0,0.0,en,170,112,tzeejay,269,291,False,,['shawajason'],"Hamburg, Germany"
Fri Jun 18 19:59:30 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Indeed, it isn’t instant! It takes 2 weeks to become fully vaccinated after receiving your final dose of a #COVID19 vaccine. Mark your calendars 📅 &amp; wear a mask until you’re fully protected.",0.0,0.8333333333333333,en,201,82,TyberZannxxxx,1149,5001,,COVID19,['CDCDirector'],"Blackwood, NJ, USA"
Fri Jun 18 19:59:38 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",0.13333333333333333,0.45555555555555555,en,377,182,JimHagart,452,325,,,['globalhlthtwit'],
Fri Jun 18 19:59:44 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,,,tamarynnelson,938,2920,,,[],
Fri Jun 18 19:59:49 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,,,duckworth_O,2223,2031,,,[],"Dublin City, Ireland"
Fri Jun 18 19:59:59 +0000 2021,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>",,0.0,0.0,en,170,113,SrslyJosh,156,542,False,,['shawajason'],CA
Fri Jun 18 20:00:00 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,,,MTone123,3204,251,False,AlbertaCOVID19,[],Calgary
Fri Jun 18 20:00:00 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,,,IMAKglobal,6025,653,False,,"['Elle_Italia', 'pritikrishtel']",
Fri Jun 18 20:00:01 +0000 2021,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,0.0,0.0,en,,,UN_News_Centre,567466,1200,False,,"['WHO', 'DrTedros']","Manhattan, NY"
Fri Jun 18 20:00:04 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Some good news for Friday. Yesterday we had our highest daily administration of vaccines at over 58,000. On course for up to 330,000 this week. Hospital #Covid19 inpatients down to 52 (24 hospitals with 2 or less), 18 in ICU. As always, let's protect this huge progress @HSELive",0.15555555555555559,0.3711111111111111,en,1904,137,todowd,4363,2052,,,['paulreiddublin'],"Dublin City, Ireland"
Fri Jun 18 20:00:04 +0000 2021,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",,0.0,0.0,en,,,BBCSportWales,106229,878,False,,[],Wales
Fri Jun 18 20:00:12 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@POTUS ⚕️ Learn from the Experts at @CDCgov

✅ For the BEST PROTECTION against #COVID19, @CDCgov recommends getting Two (2) Doses of mRNA #COVID19 #Vaccine

⚠️ Getting One (1) Dose of an mRNA #COVID19 #Vaccine only offers some protection against #COVID19

🖥️ https://t.co/0jgAi5k0vC https://t.co/K2pAcJVPdC",0.3666666666666667,0.43333333333333335,en,3,2,Rosenchild,13364,12136,,COVID19,"['HubBucket', 'POTUS', 'CDCgov', 'CDCgov']","New York, NY"
